occurrenceID	basisOfRecord	scientificName	eventDate	countryCode	taxonRank	kingdom	phylum	order	family	genus	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	individualCount	dataGeneralizations	country	locality	verbatimLocality	identifiedBy	datasetName	eventRemarks	Organism	organismRemarks	occurrenceStatus
cd_2017_senegal_2_1968	LivingSpecimen	mastomys erythroleucus	2014/2015	SN	species	animalia	chordata	rodentia	muridae	mastomys	16.49	-15	EPSG:4326	1000	14	Coordinates reflect the location of the study site where the sample was collected	Senegal	Diomandiou Walo	buildings	Christophe Diagne	Data from: Serological survey of zoonotic viruses in invasive and native commensal rodents in Senegal, West Africa DOI/ISSN: 10.1089/vbz.2017.2135	NA	orthopoxvirus	Assayed using PCR. Number of individuals tested = 14. Number of individuals positive = 0	Absent
ad_1982_nigeria_17937	LivingSpecimen	cricetomys gambianus	1974/1976	NG	species	animalia	chordata	rodentia	nesomyidae	cricetomys	11.15666675567627	7.652833461761475	EPSG:4326	1000	13	Coordinates reflect the location of the study site where the sample was collected	Nigeria	Ahmadu Bello University	university_campus, urban, waterway, agriculture	A Diallo	Data from: Bacteriological survey of leptospirosis in Zaria, Nigeria. DOI/ISSN: 7043824	NA	leptospira	Assayed using Serology. Number of individuals tested = 13. Number of individuals positive = 0	Absent
ao_2018_nigeria_1398	LivingSpecimen	hylomyscus pamfi	2011/2012	NG	species	animalia	chordata	rodentia	muridae	hylomyscus	7.687666893005371	4.618333339691162	EPSG:4326	1000	2	Coordinates reflect the location of the study site where the sample was collected	Nigeria	Kako	rural_houses, rural_sylvatic	Ayodeji Olayemi	Data from: Widespread arenavirus occurrence and seroprevalence in small mammals, Nigeria DOI/ISSN: 10.1186/s13071-018-2991-5	NA	arenaviridae	Assayed using PCR. Number of individuals tested = 2. Number of individuals positive = 1	Present
gd_2015_multiple_4585	LivingSpecimen	desmodilliscus braueri	2004/2007	ML	species	animalia	chordata	rodentia	muridae	desmodilliscus	14.899999618530273	-9.399999618530273	EPSG:4326	1000	1	Coordinates reflect the location of the study site where the sample was collected	Mali	Hassilbarke-Maure	houses, natural_habitat	Georges Diatta	Data from: Borrelia infection in small mammals in West Africa and its relationship with tick occurrence inside burrows DOI/ISSN: 10.1016/j.actatropica.2015.08.016	NA	borrelia	Assayed using Histology. Number of individuals tested = 1. Number of individuals positive = 0	Absent
ao_2016_nigeria_17142	LivingSpecimen	mastomys natalensis	2011/2013	NG	species	animalia	chordata	rodentia	muridae	mastomys	8.8211669921875	10.919166564941406	EPSG:4326	1000	31	Coordinates reflect the location of the study site where the sample was collected	Nigeria	Mayo-Ranewo	NA	Ayodeji Olayemi	Data from: Arenavirus Diversity and Phylogeography of Mastomys natalensis Rodents, Nigeria DOI/ISSN: 10.3201/eid2204.150155	NA	arenaviridae	Assayed using PCR. Number of individuals tested = 31. Number of individuals positive = 1	Present
sc_2020_senegal_447	LivingSpecimen	mastomys huberti	2017-10/2017-12	SN	species	animalia	chordata	rodentia	muridae	mastomys	16.26733757381144	-15.87425360046405	EPSG:4326	1000	8	Coordinates reflect the location of the study site where the sample was collected	Senegal	Nder	riparian	Stefano Catalano	Data from: Multihost transmission of Schistosoma mansoni in Senegal, 2015-2018 DOI/ISSN: 10.3201/eid2606.200107	NA	schistosoma mansoni	Assayed using PCR. Number of individuals tested = 8. Number of individuals positive = 0	Absent
hw_1975_nigeria_16144	LivingSpecimen	aethomys stannarius	1972-11/1972-12	NG	species	animalia	chordata	rodentia	muridae	aethomys	9.819167137145996	8.903166770935059	EPSG:4326	1000	7	Coordinates reflect the location of the study site where the sample was collected	Nigeria	Du	peri-domestic	Herta Wulff	Data from: Recent isolations of Lassa virus from Nigerian rodents DOI/ISSN: PMC2366652	NA	lassa mammarenavirus	Assayed using Culture. Number of individuals tested = 7. Number of individuals positive = 0	Absent
gd_2015_multiple_2755	LivingSpecimen	mastomys erythroleucus	1990/2002	SN	species	animalia	chordata	rodentia	muridae	mastomys	16.5	-14.416666984558105	EPSG:4326	1000	10	Coordinates reflect the location of the study site where the sample was collected	Senegal	Diomandou	houses, natural_habitat	Georges Diatta	Data from: Borrelia infection in small mammals in West Africa and its relationship with tick occurrence inside burrows DOI/ISSN: 10.1016/j.actatropica.2015.08.016	NA	borrelia	Assayed using Histology. Number of individuals tested = 10. Number of individuals positive = 0	Absent
cd_2017_senegal_1926	LivingSpecimen	mastomys erythroleucus	2017	SN	species	animalia	chordata	rodentia	muridae	mastomys	12.83	-15.97	EPSG:4326	1000	3	Coordinates reflect the location of the study site where the sample was collected	Senegal	Marsassoum	buildings	Christophe Diagne	Data from: Ecological and sanitary impacts of bacterial communities associated to biological invasions in African commensal rodent communities DOI/ISSN: 10.1038/s41598-017-14880-1	No dates supplied in publication, year of publication used	rickettsia	Assayed using PCR. Number of individuals tested = 3. Number of individuals positive = 0	Absent
fc_2014_guinea_18264	LivingSpecimen	mastomys erythroleucus	2002/2004	GN	species	animalia	chordata	rodentia	muridae	mastomys	10.142167091369629	-12.67216682434082	EPSG:4326	1000	4	Coordinates reflect the location of the study site where the sample was collected	Guinea	Khoneya	NA	Elisabeth Fichet-Calvet	Data from: Lassa Serology in Natural Populations of Rodents and Horizontal Transmission DOI/ISSN: 10.1089/vbz.2013.1484	NA	lassa mammarenavirus	Assayed using Serology. Number of individuals tested = 4. Number of individuals positive = 0	Absent
fc_2014_guinea_18079	LivingSpecimen	lemniscomys linulus	2002/2004	GN	species	animalia	chordata	rodentia	muridae	lemniscomys	10.055000305175781	-10.58566665649414	EPSG:4326	1000	2	Coordinates reflect the location of the study site where the sample was collected	Guinea	Bantou	NA	Elisabeth Fichet-Calvet	Data from: Lassa Serology in Natural Populations of Rodents and Horizontal Transmission DOI/ISSN: 10.1089/vbz.2013.1484	NA	lassa mammarenavirus	Assayed using Serology. Number of individuals tested = 2. Number of individuals positive = 0	Absent
ts_2012_mali_8804	LivingSpecimen	crocidura fulvastra	2007-12	ML	species	animalia	chordata	soricomorpha	soricidae	crocidura	14.119832992553711	-9.9720001220703125	EPSG:4326	1000	2	Coordinates reflect the location of the study site where the sample was collected	Mali	Djougounte	houses	Tom Schwan	Data from: Endemic foci of tick-borne relapsing fever spirochete Borrelia crocidurae in Mali, West Africa and the potential for human infection DOI/ISSN: 10.1371/journal.pntd.0001924	NA	borrelia	Assayed using Serology. Number of individuals tested = 2. Number of individuals positive = 0	Absent
gd_2015_multiple_6255	LivingSpecimen	mastomys erythroleucus	2003-1/2003-2	CM	species	animalia	chordata	rodentia	muridae	mastomys	10.5	14.416666984558105	EPSG:4326	1000	12	Coordinates reflect the location of the study site where the sample was collected	Cameroon	Mogom	houses, natural_habitat	Georges Diatta	Data from: Borrelia infection in small mammals in West Africa and its relationship with tick occurrence inside burrows DOI/ISSN: 10.1016/j.actatropica.2015.08.016	NA	borrelia	Assayed using Histology. Number of individuals tested = 12. Number of individuals positive = 0	Absent
lk_2020_multiple_16977	LivingSpecimen	mus minutoides	2013-8/2013-10	CI	species	animalia	chordata	rodentia	muridae	mus	5.870833396911621	-7.453000068664551	EPSG:4326	1000	17	Coordinates reflect the location of the study site where the sample was collected	Ivory Coast	Tai	houses, cultivations, forest	Leonce Kouadio	Data from: Detection of possible spillover of a novel hantavirus in a Natal mastomys from Guinea. DOI/ISSN: 10.1007/s11262-019-01709-4	NA	hantaviridae	Assayed using PCR. Number of individuals tested = 17. Number of individuals positive = 0	Absent
kk_2013_ghana_15499	LivingSpecimen	mastomys erythroleucus	2010/2011	GH	species	animalia	chordata	rodentia	muridae	mastomys	6.44950008392334	-0.8518333435058594	EPSG:4326	1000	0	Coordinates reflect the location of the study site where the sample was collected	Ghana	Ehiawenwu	houses	Karl Kronmann	Data from: Two Novel Arenaviruses Detected in Pygmy Mice, Ghana DOI/ISSN: 10.3201/eid1911.121491	NA	arenaviridae	Assayed using PCR. Number of individuals tested = 6. Number of individuals positive = 0	Absent
cd_2017_senegal_1928	LivingSpecimen	rattus rattus	2017	SN	species	animalia	chordata	rodentia	muridae	rattus	12.66	-16.25	EPSG:4326	1000	29	Coordinates reflect the location of the study site where the sample was collected	Senegal	Tobor	buildings	Christophe Diagne	Data from: Ecological and sanitary impacts of bacterial communities associated to biological invasions in African commensal rodent communities DOI/ISSN: 10.1038/s41598-017-14880-1	No dates supplied in publication, year of publication used	rickettsia	Assayed using PCR. Number of individuals tested = 29. Number of individuals positive = 0	Absent
gd_2015_multiple_6258	LivingSpecimen	mastomys natalensis	2003-1/2003-2	CM	species	animalia	chordata	rodentia	muridae	mastomys	10.5	14.416666984558105	EPSG:4326	1000	3	Coordinates reflect the location of the study site where the sample was collected	Cameroon	Mogom	houses, natural_habitat	Georges Diatta	Data from: Borrelia infection in small mammals in West Africa and its relationship with tick occurrence inside burrows DOI/ISSN: 10.1016/j.actatropica.2015.08.016	NA	borrelia	Assayed using Histology. Number of individuals tested = 3. Number of individuals positive = 0	Absent
gd_2015_multiple_4255	LivingSpecimen	mastomys erythroleucus	2004/2007	ML	species	animalia	chordata	rodentia	muridae	mastomys	14.866666793823242	-4.050000190734863	EPSG:4326	1000	3	Coordinates reflect the location of the study site where the sample was collected	Mali	Batamani-Daga	natural_habitat	Georges Diatta	Data from: Borrelia infection in small mammals in West Africa and its relationship with tick occurrence inside burrows DOI/ISSN: 10.1016/j.actatropica.2015.08.016	NA	borrelia	Assayed using Histology. Number of individuals tested = 3. Number of individuals positive = 0	Absent
cb_2018_senegal_1628	LivingSpecimen	mastomys erythroleucus	2011/2014	SN	species	animalia	chordata	rodentia	muridae	mastomys	12.456000328063965	-16.637332916259766	EPSG:4326	1000	8	Coordinates reflect the location of the study site where the sample was collected	Senegal	Diakene-Wolof	buildings	Carine Brouat	Data from: Seroprevalence of Toxoplasma gondii in commensal rodents sampled across Senegal, West Africa DOI/ISSN: 10.1051/parasite/2018036	NA	toxoplasma gondii	Assayed using Serology. Number of individuals tested = 7. Number of individuals positive = 0	Absent
gd_2015_multiple_2130	LivingSpecimen	cricetomys gambianus	2002	SN	species	animalia	chordata	rodentia	nesomyidae	cricetomys	13.716666221618652	-16.399999618530273	EPSG:4326	1000	2	Coordinates reflect the location of the study site where the sample was collected	Senegal	Dielmo-2	houses	Georges Diatta	Data from: Borrelia infection in small mammals in West Africa and its relationship with tick occurrence inside burrows DOI/ISSN: 10.1016/j.actatropica.2015.08.016	NA	borrelia	Assayed using Histology. Number of individuals tested = 1. Number of individuals positive = 0	Absent
ld_2010_benin_14462	LivingSpecimen	lemniscomys striatus	2006	BJ	species	animalia	chordata	rodentia	muridae	lemniscomys	9.648345304573592	2.3397069333886478	EPSG:4326	500000	66	national	Benin	NA	houses, water_edge	Lies Durnez	Data from: Terrestrial Small Mammals as Reservoirs of Mycobacterium ulcerans in Benin DOI/ISSN: 10.1128/AEM.00199-10	NA	mycobacterium	Assayed using PCR. Number of individuals tested = 66. Number of individuals positive = 5	Present
sc_2020_senegal_439	LivingSpecimen	arvicanthis niloticus	2017-10/2017-12	SN	species	animalia	chordata	rodentia	muridae	arvicanthis	16.271826517266003	-15.802101537430417	EPSG:4326	1000	1	Coordinates reflect the location of the study site where the sample was collected	Senegal	Mbane	riparian	Stefano Catalano	Data from: Multihost transmission of Schistosoma mansoni in Senegal, 2015-2018 DOI/ISSN: 10.3201/eid2606.200107	NA	schistosoma mansoni	Assayed using PCR. Number of individuals tested = 1. Number of individuals positive = 0	Absent
lk_2020_multiple_17013	LivingSpecimen	mastomys natalensis	2015-11/2015-12	GN	species	animalia	chordata	rodentia	muridae	mastomys	9.505499839782715	-13.7073335647583	EPSG:4326	1000	1	Coordinates reflect the location of the study site where the sample was collected	Guinea	Conakry	houses, cultivations, forest	Leonce Kouadio	Data from: Detection of possible spillover of a novel hantavirus in a Natal mastomys from Guinea. DOI/ISSN: 10.1007/s11262-019-01709-4	NA	hantaviridae	Assayed using PCR. Number of individuals tested = 1. Number of individuals positive = 0	Absent
jt_1991_senegal_13946	LivingSpecimen	arvicanthis niloticus	1989/1990	SN	species	animalia	chordata	rodentia	muridae	arvicanthis	16.45866584777832	-15.688666343688965	EPSG:4326	1000	131	Coordinates reflect the location of the study site where the sample was collected	Senegal	Richard Toll	NA	J Trape	Data from: Tick-borne borreliosis in West Africa DOI/ISSN: 10.1016/0140-6736(91)93404-W	NA	borrelia crocidurae	Assayed using Histology. Number of individuals tested = 131. Number of individuals positive = 26	Present
cd_2017_senegal_1912	LivingSpecimen	mastomys erythroleucus	2017	SN	species	animalia	chordata	rodentia	muridae	mastomys	16.49	-15	EPSG:4326	1000	14	Coordinates reflect the location of the study site where the sample was collected	Senegal	Diomandiou Walo	buildings	Christophe Diagne	Data from: Ecological and sanitary impacts of bacterial communities associated to biological invasions in African commensal rodent communities DOI/ISSN: 10.1038/s41598-017-14880-1	No dates supplied in publication, year of publication used	orentia	Assayed using PCR. Number of individuals tested = 14. Number of individuals positive = 0	Absent
ar_2017_multiple_1852	LivingSpecimen	mastomys natalensis	2004/2014	BJ	species	animalia	chordata	rodentia	muridae	mastomys	10.869000434875488	2.1649999618530273	EPSG:4326	1000	1	Coordinates reflect the location of the study site where the sample was collected	Benin	Goutere	buildings	Alexis Ribas	Data from: Whipworm diversity in West African rodents: a molecular approach and the description of Trichuris duplantieri n. sp. (Nematoda: Trichuridae) DOI/ISSN: 10.1007/s00436-017-5404-3	NA	trichuridae	Assayed using PCR. Number of individuals tested = 1. Number of individuals positive = 1	Present
ao_2018_nigeria_1534	LivingSpecimen	mastomys erythroleucus	2011/2012	NG	species	animalia	chordata	rodentia	muridae	mastomys	7.638000011444092	8.404000282287598	EPSG:4326	1000	63	Coordinates reflect the location of the study site where the sample was collected	Nigeria	Onmba Abena	rural_houses, rural_sylvatic	Ayodeji Olayemi	Data from: Widespread arenavirus occurrence and seroprevalence in small mammals, Nigeria DOI/ISSN: 10.1186/s13071-018-2991-5	NA	arenaviridae	Assayed using PCR. Number of individuals tested = 63. Number of individuals positive = 3	Present
cd_2017_senegal_2_2043	LivingSpecimen	rattus rattus	2014/2015	SN	species	animalia	chordata	rodentia	muridae	rattus	13.8	-12.71	EPSG:4326	1000	23	Coordinates reflect the location of the study site where the sample was collected	Senegal	Soutouta	buildings	Christophe Diagne	Data from: Serological survey of zoonotic viruses in invasive and native commensal rodents in Senegal, West Africa DOI/ISSN: 10.1089/vbz.2017.2135	NA	hantaviridae	Assayed using PCR. Number of individuals tested = 23. Number of individuals positive = 1	Present
gd_2015_multiple_2826	LivingSpecimen	arvicanthis niloticus	1990/2002	SN	species	animalia	chordata	rodentia	muridae	arvicanthis	16.483333587646484	-14.416666984558105	EPSG:4326	1000	2	Coordinates reflect the location of the study site where the sample was collected	Senegal	Dodel	natural_habitat	Georges Diatta	Data from: Borrelia infection in small mammals in West Africa and its relationship with tick occurrence inside burrows DOI/ISSN: 10.1016/j.actatropica.2015.08.016	NA	borrelia	Assayed using Histology. Number of individuals tested = 2. Number of individuals positive = 0	Absent
gd_2015_multiple_5839	LivingSpecimen	gerbilliscus	2004-1/2004-2	BJ	genus	animalia	chordata	rodentia	muridae	gerbilliscus	8.983333587646484	1.9500000476837158	EPSG:4326	1000	5	Coordinates reflect the location of the study site where the sample was collected	Benin	Igbere	houses, natural_habitat	Georges Diatta	Data from: Borrelia infection in small mammals in West Africa and its relationship with tick occurrence inside burrows DOI/ISSN: 10.1016/j.actatropica.2015.08.016	NA	borrelia	Assayed using Histology. Number of individuals tested = 4. Number of individuals positive = 0	Absent
gh_2019_benin_15111	LivingSpecimen	crocidura olivieri	2009/2017	BJ	species	animalia	chordata	soricomorpha	soricidae	crocidura	6.484	2.649	EPSG:4326	1000	3	Coordinates reflect the location of the study site where the sample was collected	Benin	Zounkpa	urban	Gualbert Houemenou	Data from: Pathogenic Leptospira in Commensal Small Mammals from the Extensively Urbanized Coastal Benin DOI/ISSN: 10.3390/urbansci3030099	NA	leptospira	Assayed using PCR. Number of individuals tested = 3. Number of individuals positive = 0	Absent
gd_2015_multiple_3824	LivingSpecimen	acomys chudeaui	2003/2006	MR	species	animalia	chordata	rodentia	muridae	acomys	20.266666412353516	-13.116666793823242	EPSG:4326	1000	17	Coordinates reflect the location of the study site where the sample was collected	Mauritania	Ain El Taya	natural_habitat, dry_wadi	Georges Diatta	Data from: Borrelia infection in small mammals in West Africa and its relationship with tick occurrence inside burrows DOI/ISSN: 10.1016/j.actatropica.2015.08.016	NA	borrelia	Assayed using Histology. Number of individuals tested = 14. Number of individuals positive = 0	Absent
cd_2017_senegal_2_2013	LivingSpecimen	mastomys natalensis	2014/2015	SN	species	animalia	chordata	rodentia	muridae	mastomys	13.26	-12.1	EPSG:4326	1000	21	Coordinates reflect the location of the study site where the sample was collected	Senegal	Bransan	buildings	Christophe Diagne	Data from: Serological survey of zoonotic viruses in invasive and native commensal rodents in Senegal, West Africa DOI/ISSN: 10.1089/vbz.2017.2135	NA	hantaviridae	Assayed using PCR. Number of individuals tested = 21. Number of individuals positive = 0	Absent
ld_2010_benin_14468	LivingSpecimen	mus	2006	BJ	genus	animalia	chordata	rodentia	muridae	mus	9.648345304573592	2.3397069333886478	EPSG:4326	500000	6	national	Benin	NA	houses, water_edge	Lies Durnez	Data from: Terrestrial Small Mammals as Reservoirs of Mycobacterium ulcerans in Benin DOI/ISSN: 10.1128/AEM.00199-10	NA	mycobacterium	Assayed using PCR. Number of individuals tested = 6. Number of individuals positive = 1	Present
fc_2014_guinea_18393	LivingSpecimen	lophuromys sikapusi	2002/2004	GN	species	animalia	chordata	rodentia	muridae	lophuromys	8.608166694641113	-9.471166610717773	EPSG:4326	1000	3	Coordinates reflect the location of the study site where the sample was collected	Guinea	Sangassou	NA	Elisabeth Fichet-Calvet	Data from: Lassa Serology in Natural Populations of Rodents and Horizontal Transmission DOI/ISSN: 10.1089/vbz.2013.1484	NA	lassa mammarenavirus	Assayed using Serology. Number of individuals tested = 3. Number of individuals positive = 0	Absent
ic_2018_nigeria_16424	LivingSpecimen	mastomys natalensis	2016-4/2016-9	NG	species	animalia	chordata	rodentia	muridae	mastomys	5.900000095367432	5.666666507720947	EPSG:4326	1000	2	Coordinates reflect the location of the study site where the sample was collected	Nigeria	Auchi	houses	Isaac Clement	Data from: Endoparasites of Small Mammals in Edo State, Nigeria DOI/ISSN: 10.3347/kjp.2018.56.1.93	NA	eimeria	Assayed using Histology. Number of individuals tested = 44. Number of individuals positive = 6	Present
gd_2010_niger_9271	LivingSpecimen	mastomys erythroleucus	2007-12	NE	species	animalia	chordata	rodentia	muridae	mastomys	12.466666221618652	2.433333396911621	EPSG:4326	1000	7	Coordinates reflect the location of the study site where the sample was collected	Niger	La Tapoa 2	peri_domestic	Gauthier Dobigny	Data from: Molecular survey of rodent-borne Trypanosoma in Niger with special emphasis on T. lewisi imported by invasive black rats DOI/ISSN: 10.1016/j.actatropica.2010.11.004	NA	trypanosomatidae	Assayed using PCR. Number of individuals tested = 7. Number of individuals positive = 0	Absent
jm_2020_guinea_364	LivingSpecimen	mastomys natalensis	2017-1	GN	species	animalia	chordata	rodentia	muridae	mastomys	10.143166542053223	-10.605050086975098	EPSG:4326	1000	23	Coordinates reflect the location of the study site where the sample was collected	Guinea	Dalafilani	houses	Joachim Marien	Data from: Households as hotspots of Lassa fever? Assessing the spatial distribution of Lassa virus-infected rodents in rural villages of Guinea DOI/ISSN: 10.1080/22221751.2020.1766381	NA	lassa mammarenavirus	Assayed using PCR. Number of individuals tested = 23. Number of individuals positive = 6	Present
cd_2017_senegal_1907	LivingSpecimen	mus musculus	2017	SN	species	animalia	chordata	rodentia	muridae	mus	16.48	-14.42	EPSG:4326	1000	24	Coordinates reflect the location of the study site where the sample was collected	Senegal	Dodel	buildings	Christophe Diagne	Data from: Ecological and sanitary impacts of bacterial communities associated to biological invasions in African commensal rodent communities DOI/ISSN: 10.1038/s41598-017-14880-1	No dates supplied in publication, year of publication used	mycoplasma	Assayed using PCR. Number of individuals tested = 24. Number of individuals positive = 10	Present
lk_2020_multiple_16957	LivingSpecimen	mus mattheyi	2013-8/2013-10	CI	species	animalia	chordata	rodentia	muridae	mus	7.689499855041504	-5.0248332023620605	EPSG:4326	1000	1	Coordinates reflect the location of the study site where the sample was collected	Ivory Coast	Bouake	houses, cultivations, forest	Leonce Kouadio	Data from: Detection of possible spillover of a novel hantavirus in a Natal mastomys from Guinea. DOI/ISSN: 10.1007/s11262-019-01709-4	NA	hantaviridae	Assayed using PCR. Number of individuals tested = 1. Number of individuals positive = 0	Absent
hw_1975_nigeria_16169	LivingSpecimen	mastomys natalensis	1972-11/1972-12	NG	species	animalia	chordata	rodentia	muridae	mastomys	9.951833724975586	8.719499588012695	EPSG:4326	1000	2	Coordinates reflect the location of the study site where the sample was collected	Nigeria	Rukuba	peri-domestic	Herta Wulff	Data from: Recent isolations of Lassa virus from Nigerian rodents DOI/ISSN: PMC2366652	NA	lassa mammarenavirus	Assayed using Culture. Number of individuals tested = 2. Number of individuals positive = 0	Absent
kk_2013_ghana_15482	LivingSpecimen	mastomys erythroleucus	2010/2011	GH	species	animalia	chordata	rodentia	muridae	mastomys	6.176000118255615	-1.7926666736602783	EPSG:4326	1000	0	Coordinates reflect the location of the study site where the sample was collected	Ghana	Ankaakur	houses	Karl Kronmann	Data from: Two Novel Arenaviruses Detected in Pygmy Mice, Ghana DOI/ISSN: 10.3201/eid1911.121491	NA	arenaviridae	Assayed using PCR. Number of individuals tested = 1. Number of individuals positive = 0	Absent
ts_2012_mali_8946	LivingSpecimen	crocidura viaria	2009-6	ML	species	animalia	chordata	soricomorpha	soricidae	crocidura	12.803000450134277	-7.9748334884643555	EPSG:4326	1000	3	Coordinates reflect the location of the study site where the sample was collected	Mali	Doneguebougou	houses	Tom Schwan	Data from: Endemic foci of tick-borne relapsing fever spirochete Borrelia crocidurae in Mali, West Africa and the potential for human infection DOI/ISSN: 10.1371/journal.pntd.0001924	NA	borrelia	Assayed using Serology. Number of individuals tested = 3. Number of individuals positive = 0	Absent
jm_1987_sierraleone_16087	LivingSpecimen	mastomys natalensis	1987	SL	species	animalia	chordata	rodentia	muridae	mastomys	8.206999778747559	-11.056666374206543	EPSG:4326	1000	67	Coordinates reflect the location of the study site where the sample was collected	Sierra Leone	Tongola	peri-domestic	Joseph McCormick	Data from: A Prospective Study of the Epidemiology and Ecology of Lassa Fever DOI/ISSN: 10.1093/infdis/155.3.437	No dates supplied in publication, year of publication used	lassa mammarenavirus	Assayed using Serology. Number of individuals tested = 102. Number of individuals positive = 8	Present
ao_2018_nigeria_1385	LivingSpecimen	mus minutoides	2011/2012	NG	species	animalia	chordata	rodentia	muridae	mus	7.539666652679443	4.507833480834961	EPSG:4326	1000	12	Coordinates reflect the location of the study site where the sample was collected	Nigeria	Abogboro	rural_houses, rural_sylvatic	Ayodeji Olayemi	Data from: Widespread arenavirus occurrence and seroprevalence in small mammals, Nigeria DOI/ISSN: 10.1186/s13071-018-2991-5	NA	arenaviridae	Assayed using PCR. Number of individuals tested = 12. Number of individuals positive = 0	Absent
gd_2015_multiple_5476	LivingSpecimen	arvicanthis niloticus	2004/2007	ML	species	animalia	chordata	rodentia	muridae	arvicanthis	19.016666412353516	1.8333333730697632	EPSG:4326	1000	1	Coordinates reflect the location of the study site where the sample was collected	Mali	Tin-Bidene	natural_habitat, dry_wadi	Georges Diatta	Data from: Borrelia infection in small mammals in West Africa and its relationship with tick occurrence inside burrows DOI/ISSN: 10.1016/j.actatropica.2015.08.016	NA	borrelia	Assayed using Histology. Number of individuals tested = 1. Number of individuals positive = 0	Absent
jm_2020_guinea_365	LivingSpecimen	mastomys natalensis	2013-11	GN	species	animalia	chordata	rodentia	muridae	mastomys	9.806833267211914	-10.79813289642334	EPSG:4326	1000	50	Coordinates reflect the location of the study site where the sample was collected	Guinea	Damania	houses	Joachim Marien	Data from: Households as hotspots of Lassa fever? Assessing the spatial distribution of Lassa virus-infected rodents in rural villages of Guinea DOI/ISSN: 10.1080/22221751.2020.1766381	NA	lassa mammarenavirus	Assayed using PCR. Number of individuals tested = 50. Number of individuals positive = 21	Present
